entity_type,entity_id,change_type,metric_trigger,before_value,after_value,explanation
Template — Content,TPL-ED69780C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/Streak reminder. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-2DF765C2,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/Warm accountability. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-FC75C2F6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Scarcity/Streak reminder. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-B796E29B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Scarcity/Missed goal alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0F987CC7,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Scarcity/Feedback. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BEF74FEA,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Scarcity/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-22047ABD,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Scarcity/Log review. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-6E9823D4,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Scarcity/Limited time offer!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-68032919,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Scarcity/Your progress is waiting for you!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-70C7C347,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Scarcity/Get ready for a challenge!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-60EE4590,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Scarcity/Your feedback matters!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-FBEE5BC7,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Scarcity/Don't let your streaks slip!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7D7F4A6F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/Limited time offer!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E4FE8AC1,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/Your streaks are waiting!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-29391B00,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/Adjust and thrive!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-FDF51E72,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/Don't lose your momentum!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E5CA7127,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/Reclaim your momentum!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1AE45DCC,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/Limited time offer!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-54831779,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/Your progress is waiting for you!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8B2AA24C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/Challenge expiring soon!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E29ABF2C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/You're getting closer!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7D730358,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/Last chance to level up!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-31C1CE65,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Scarcity/Limited time offer!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C2A7B2C0,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Scarcity/Your progress is waiting!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-763B2B8C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Scarcity/Challenge expiration alert!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-5EF5E4B3,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Scarcity/Unlock your potential!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-80DBDA95,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Scarcity/Your turn to shine!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BA43E489,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Streaks. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-CEFBD7A2,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Limited Trial Days. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-A3AFF246,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Warm Accountability. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E9BB4934,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Streaks. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-44D13B19,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E4DF2352,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Streaks. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C7F7D224,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/XP. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-123F48A4,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Tier Badges. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7EFE5E2E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Limited Trial Days. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-9BEE75FD,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Warm Accountability. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-086DA4B5,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Streaks. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C6CE0814,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/XP. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-81BC7ABF,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Tier Badges. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-A3B93FAE,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Limited Trial Days. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-4AE74129,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Warm Accountability. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C15C2E17,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Accomplishment/Streak Alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-76B44414,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Accomplishment/XP Warning. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-5C99942F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Accomplishment/Tier Badges. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-AF1C09A8,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Accomplishment/Limited Trial Days. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-22B4AC3D,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Accomplishment/Warm Accountability. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-05A14292,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Empowerment/New streak!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-2FD1EA4E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Empowerment/Level up!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-27C7D295,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Empowerment/Your feedback matters!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-4C850F77,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Empowerment/Streak alert!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-300D5A59,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Empowerment/Adjust and improve!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-37B6AAA7,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Empowerment/Log your progress. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C694DDE5,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Empowerment/Get feedback to improve. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-4820B9CE,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Empowerment/Recover lost habits. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-DE8D0FC6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Empowerment/Unlock new XP. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E63A5DC9,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Empowerment/Join a community of achievers. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C6B69F04,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Empowerment/New streak alert!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-D9BA274F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),"Segment S2 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Empowerment/Level up, champ!. No experiment exposure yet — kept active for future A/B testing."
Template — Content,TPL-B1F3DDE0,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Empowerment/Adjust and adapt. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F076B5A5,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Empowerment/Streak streak!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0A037EB1,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Empowerment/You're getting closer!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-3FBC5C48,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Empowerment/Your AI tutor streak is about to expire!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-172DD39D,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Empowerment/XP Alert: Your AI tutor level is due for an upgrade!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7568557C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Empowerment/Your AI tutor feedback is waiting for you!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F673CBBF,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Empowerment/Badges Alert: You're missing out on tier badges!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-18FA254E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Empowerment/Your AI tutor streak is a reflection of your progress!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0EBB1DC6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Loss Avoidance/Streak Reminder. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-403EDFCC,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Loss Avoidance/Log → Feedback. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F87DB3A3,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Loss Avoidance/Loss Avoidance. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-4388A249,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Loss Avoidance/Progress Focus. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-9F60F02C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Loss Avoidance/Warm Accountability. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1DD02163,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Loss Avoidance/Streak reminder. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-EB1F6A68,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Loss Avoidance/Missed goal alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-31ADAF11,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Loss Avoidance/Log and feedback. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-23B483B7,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Loss Avoidance/Streaks and rewards. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-24AA3B99,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Loss Avoidance/Re-engagement message. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-AFE84481,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Loss Avoidance/Streak reminder. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-55532F0A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Loss Avoidance/Missed goal alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-A11217AB,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Loss Avoidance/Log → feedback. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8C78C0AE,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Loss Avoidance/Progress-focused. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-29B893B8,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Loss Avoidance/Warm accountability. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-5527BFDF,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Loss Avoidance/Streak reminder. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C2211AA0,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Loss Avoidance/Missed goal alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-92C9EB81,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Loss Avoidance/Feedback and adjustment. No experiment exposure yet — kept active for future A/B testing.
