template_id,segment_id,lifecycle_stage,goal,theme,hook_used,feature_reference,content_english,content_hindi
TPL-E130C88D,S8,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 8: Loss Avoidance,FOMO,Progress Dashboard,[S8 - PAID] Mock message 5 focusing on Core Drive 8.,[S8 - PAID] डमी संदेश 5 (Core Drive 8).
TPL-255E7134,S8,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Loss Aversion,AI Tutor,[S8 - CHURNED] Mock message 1 focusing on Core Drive 8.,[S8 - CHURNED] डमी संदेश 1 (Core Drive 8).
TPL-E9264355,S8,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Urgency,AI Tutor,[S8 - CHURNED] Mock message 2 focusing on Core Drive 8.,[S8 - CHURNED] डमी संदेश 2 (Core Drive 8).
TPL-8DFA2BDF,S8,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Urgency,Daily Streak,[S8 - CHURNED] Mock message 3 focusing on Core Drive 8.,[S8 - CHURNED] डमी संदेश 3 (Core Drive 8).
TPL-8A95A541,S8,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Mastery,Progress Dashboard,[S8 - CHURNED] Mock message 4 focusing on Core Drive 8.,[S8 - CHURNED] डमी संदेश 4 (Core Drive 8).
TPL-00454A74,S8,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Social Proof,XP Boost,[S8 - CHURNED] Mock message 5 focusing on Core Drive 8.,[S8 - CHURNED] डमी संदेश 5 (Core Drive 8).
TPL-EE6B5684,S8,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 8: Loss Avoidance,Social Proof,Roleplay,[S8 - INACTIVE] Mock message 1 focusing on Core Drive 8.,[S8 - INACTIVE] डमी संदेश 1 (Core Drive 8).
TPL-6AE78BD4,S8,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 8: Loss Avoidance,Status,Daily Streak,[S8 - INACTIVE] Mock message 2 focusing on Core Drive 8.,[S8 - INACTIVE] डमी संदेश 2 (Core Drive 8).
TPL-EEA1D152,S8,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 8: Loss Avoidance,Status,Progress Dashboard,[S8 - INACTIVE] Mock message 3 focusing on Core Drive 8.,[S8 - INACTIVE] डमी संदेश 3 (Core Drive 8).
TPL-84E19F7D,S8,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 8: Loss Avoidance,Mastery,Daily Streak,[S8 - INACTIVE] Mock message 4 focusing on Core Drive 8.,[S8 - INACTIVE] डमी संदेश 4 (Core Drive 8).
TPL-ABBA00EF,S8,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 8: Loss Avoidance,Status,Leaderboard,[S8 - INACTIVE] Mock message 5 focusing on Core Drive 8.,[S8 - INACTIVE] डमी संदेश 5 (Core Drive 8).
TPL-E19FCD1E,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 5: Social Influence,Loss Aversion,Daily Streak,[S9 - TRIAL] Mock message 1 focusing on Core Drive 5.,[S9 - TRIAL] डमी संदेश 1 (Core Drive 5).
TPL-30379E71,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 5: Social Influence,Loss Aversion,Roleplay,[S9 - TRIAL] Mock message 2 focusing on Core Drive 5.,[S9 - TRIAL] डमी संदेश 2 (Core Drive 5).
TPL-D780398F,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 5: Social Influence,Social Proof,Progress Dashboard,[S9 - TRIAL] Mock message 3 focusing on Core Drive 5.,[S9 - TRIAL] डमी संदेश 3 (Core Drive 5).
TPL-51B73213,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 5: Social Influence,Loss Aversion,XP Boost,[S9 - TRIAL] Mock message 4 focusing on Core Drive 5.,[S9 - TRIAL] डमी संदेश 4 (Core Drive 5).
TPL-5E5EBA09,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 5: Social Influence,FOMO,Progress Dashboard,[S9 - TRIAL] Mock message 5 focusing on Core Drive 5.,[S9 - TRIAL] डमी संदेश 5 (Core Drive 5).
TPL-F269BC2E,S9,paid,Identity → retention • deepening engagement & retention,Core Drive 5: Social Influence,FOMO,AI Tutor,[S9 - PAID] Mock message 1 focusing on Core Drive 5.,[S9 - PAID] डमी संदेश 1 (Core Drive 5).
TPL-77744CAF,S9,paid,Identity → retention • deepening engagement & retention,Core Drive 5: Social Influence,Curiosity,Leaderboard,[S9 - PAID] Mock message 2 focusing on Core Drive 5.,[S9 - PAID] डमी संदेश 2 (Core Drive 5).
TPL-970CC88F,S9,paid,Identity → retention • deepening engagement & retention,Core Drive 5: Social Influence,Status,XP Boost,[S9 - PAID] Mock message 3 focusing on Core Drive 5.,[S9 - PAID] डमी संदेश 3 (Core Drive 5).
TPL-EB557AB4,S9,paid,Identity → retention • deepening engagement & retention,Core Drive 5: Social Influence,Social Proof,Leaderboard,[S9 - PAID] Mock message 4 focusing on Core Drive 5.,[S9 - PAID] डमी संदेश 4 (Core Drive 5).
TPL-25721CB2,S9,paid,Identity → retention • deepening engagement & retention,Core Drive 5: Social Influence,FOMO,Leaderboard,[S9 - PAID] Mock message 5 focusing on Core Drive 5.,[S9 - PAID] डमी संदेश 5 (Core Drive 5).
TPL-9B891D72,S9,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 5: Social Influence,Urgency,Roleplay,[S9 - CHURNED] Mock message 1 focusing on Core Drive 5.,[S9 - CHURNED] डमी संदेश 1 (Core Drive 5).
TPL-67E19C17,S9,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 5: Social Influence,Mastery,Leaderboard,[S9 - CHURNED] Mock message 2 focusing on Core Drive 5.,[S9 - CHURNED] डमी संदेश 2 (Core Drive 5).
TPL-6963E66A,S9,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 5: Social Influence,FOMO,Roleplay,[S9 - CHURNED] Mock message 3 focusing on Core Drive 5.,[S9 - CHURNED] डमी संदेश 3 (Core Drive 5).
TPL-666401AF,S9,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 5: Social Influence,Mastery,AI Tutor,[S9 - CHURNED] Mock message 4 focusing on Core Drive 5.,[S9 - CHURNED] डमी संदेश 4 (Core Drive 5).
TPL-4ABE949A,S9,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 5: Social Influence,Social Proof,Leaderboard,[S9 - CHURNED] Mock message 5 focusing on Core Drive 5.,[S9 - CHURNED] डमी संदेश 5 (Core Drive 5).
TPL-AFEE88EC,S9,inactive,Identity → retention • compelling return value proposition,Core Drive 5: Social Influence,Social Proof,Roleplay,[S9 - INACTIVE] Mock message 1 focusing on Core Drive 5.,[S9 - INACTIVE] डमी संदेश 1 (Core Drive 5).
TPL-BBE4D0BE,S9,inactive,Identity → retention • compelling return value proposition,Core Drive 5: Social Influence,FOMO,Leaderboard,[S9 - INACTIVE] Mock message 2 focusing on Core Drive 5.,[S9 - INACTIVE] डमी संदेश 2 (Core Drive 5).
TPL-E6897E5E,S9,inactive,Identity → retention • compelling return value proposition,Core Drive 5: Social Influence,FOMO,AI Tutor,[S9 - INACTIVE] Mock message 3 focusing on Core Drive 5.,[S9 - INACTIVE] डमी संदेश 3 (Core Drive 5).
TPL-008E2AEC,S9,inactive,Identity → retention • compelling return value proposition,Core Drive 5: Social Influence,Urgency,AI Tutor,[S9 - INACTIVE] Mock message 4 focusing on Core Drive 5.,[S9 - INACTIVE] डमी संदेश 4 (Core Drive 5).
TPL-E0A72432,S9,inactive,Identity → retention • compelling return value proposition,Core Drive 5: Social Influence,Mastery,Roleplay,[S9 - INACTIVE] Mock message 5 focusing on Core Drive 5.,[S9 - INACTIVE] डमी संदेश 5 (Core Drive 5).
