template_id,segment_id,lifecycle_stage,goal,theme,hook_used,feature_reference,content_english,content_hindi,ctr_percent,engagement_percent,performance_class,performance_tag,is_active,weight_multiplier,selection_weight
TPL-92D77748,S5,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Personalization,Personalized Learning Plans,Your progress is waiting! Review your personalized learning plan and get back to your goals.,आपकी प्रगति तैयार है! अपने व्यक्तिगत सीखने के योजना को देखें और अपने लक्ष्यों की ओर बढ़ें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-42D07542,S5,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Gamification,Badges & Rewards,Get your badge back! Complete a few more speaking minutes and earn your reward.,आपका बैज फिर से प्राप्त करें! कुछ और बोलें और अपना पुरस्कार प्राप्त करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-FABDD59D,S5,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Accountability,Friendship Circle,Your friends are waiting for you! Join the friendship circle and stay accountable with your speaking practice.,आपके दोस्त आपकी इच्छा की प्रतीक्षा कर रहे हैं। दोस्तों के साथ जुड़ें और अपने बोलते रहने के लिए जवाबदेह रहें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-8AB55230,S5,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Scarcity,Limited Time Offer,Limited time offer! Complete your daily speaking minutes within the next 24 hours to unlock exclusive content.,सीमित समय प्रदान! अगले 24 घंटे में अपने दैनिक बोलते रहने को पूरा करें और विशेष सामग्री को स्वीकार करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-E25AB59A,S5,inactive,Engagement → MCC • compelling return value proposition,Core Drive 2: Accomplishment,Social Proof,Daily Streak,You've been inactive for a while! Don't let your speaking skills fade away. Get back on track with our daily speaking exercises and join the top 10% of users who maintain a daily streak.,आपके बोलते रहने की क्षमता कुछ समय से कम हो गई है। अपनी बोलने की क्षमता को फिर से जीवंत करें और दैनिक बोलने की व्यायामों के माध्यम से वापस आइए। दैनिक स्ट्रीक के शीर्ष 10% उपयोगकर्ताओं की तरह अपनी बोलने की क्षमता बनाए रखें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-A8B2CE7F,S5,inactive,Engagement → MCC • compelling return value proposition,Core Drive 2: Accomplishment,Personalized Feedback,MCC,Your progress is waiting for you! Check your MCC score and see how far you've come. Use our tools to improve your speaking skills and reach your goals.,आपके प्रगति का इंतजार है! अपने MCC स्कोर की जांच करें और देखें कि आप कहाँ पहुँच गए हैं। हमारे उपकरणों का उपयोग करके अपनी बोलने की क्षमता को सुधारें और अपने लक्ष्यों को प्राप्त करें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-873B53DE,S5,inactive,Engagement → MCC • compelling return value proposition,Core Drive 2: Accomplishment,Gamification,Leaderboard,Rank up on our leaderboard and become a top speaker! Challenge yourself and others to improve your speaking skills. Who will be the next champion?,हमारे लीडरबोर्ड पर अपनी स्थिति में सुधार करें और एक शीर्ष बोलते व्यक्ति बनें! अपनी बोलने की क्षमता को सुधारने के लिए अपने आप और अन्य लोगों को चुनौती दें। कौन अगला चैंपियन होगा?,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-789A01E0,S5,inactive,Engagement → MCC • compelling return value proposition,Core Drive 2: Accomplishment,Sense of Accomplishment,Daily Speaking Minutes,You've reached a new milestone! Congratulations on achieving your daily speaking goal. Keep pushing forward and see how far you can go.,नया मील का पत्थर पार किया है! अपने दैनिक बोलने के लक्ष्य को प्राप्त करने के लिए बधाई। आगे बढ़ें और देखें कि आप कहाँ पहुँच सकते हैं।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-1E8E7B57,S5,inactive,Engagement → MCC • compelling return value proposition,Core Drive 2: Accomplishment,Curiosity,New Content,New content alert! Explore our latest speaking exercises and discover new ways to improve your speaking skills. What will you learn today?,नया सामग्री का संकेत मिला! हमारे नवीनतम बोलने के व्यायामों का अन्वेषण करें और अपनी बोलने की क्षमता को सुधारने के लिए नए तरीके खोजें। आज क्या सीखेंगे?,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-C6A0C296,S6,trial,Identity → retention • rapid adoption & habit formation,Core Drive 2: Accomplishment,Social Proof,Daily Streak,You're on a roll! You've reached 3 days of consecutive speaking practice. Keep it up!,आपकी प्रगति देखकर हम खुश हैं! आप 3 दिनों से लगातार बोलने की प्रथा बना रहे हैं। इसे जारी रखें!,11.0,25.0,NEUTRAL,Average Performer,True,1.0,1.0
TPL-192F9A4D,S6,trial,Identity → retention • rapid adoption & habit formation,Core Drive 2: Accomplishment,Personalization,Personalized Feedback,Your speaking skills are improving! Our AI-powered feedback will help you refine your pronunciation.,आपकी बोलने की कौशल में सुधार हो रहा है! हमारे AI-आधारित फीडबैक आपकी उच्चारण को सुधारने में मदद करेंगे।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-C26701D3,S6,trial,Identity → retention • rapid adoption & habit formation,Core Drive 2: Accomplishment,Scarcity,Limited Time Offer,Don't miss out! Our 7-day trial offer ends soon. Join the conversation and get 20% off your subscription.,नहीं छोड़ दें! हमारी 7 दिनों की प्री-ट्रायल ऑफर जल्द ही समाप्त हो जाएगी। बातचीत में शामिल हों और आपकी सदस्यता के लिए 20% की छूट प्राप्त करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-B1BBCB4B,S6,trial,Identity → retention • rapid adoption & habit formation,Core Drive 2: Accomplishment,Tangible Reward,Badges and Rewards,Earn your first badge! Complete 5 days of speaking practice and unlock exclusive content.,पहला बैज प्राप्त करें! 5 दिनों की बोलने की प्रथा पूरी करें और विशेष सामग्री को सुरक्षित करें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-FE192BEB,S6,trial,Identity → retention • rapid adoption & habit formation,Core Drive 2: Accomplishment,Curiosity,New Content,New speaking lessons and topics added daily! Explore the world of languages with us.,नए बोलने के व्याख्यान और विषय दैनिक रूप से जोड़े जाते हैं! हमारे साथ भाषा के दुनिया को खोजें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-30A8386B,S6,paid,Identity → retention • deepening engagement & retention,Core Drive 2: Accomplishment,Social Proof,Daily Streak,You're on a roll! Your daily streak is 7 days long. Keep it up!,आपकी दैनिक प्रगति 7 दिनों तक बनी हुई है। इसे बनाए रखें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-4E07B35A,S6,paid,Identity → retention • deepening engagement & retention,Core Drive 2: Accomplishment,Personalization,Customized Lessons,New lessons tailored just for you! Explore and learn at your own pace.,नए अध्याय बनाए गए हैं जो आपके लिए विशेष रूप से बनाए गए हैं। अपनी गति से सीखें और सीखें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-A68F4CAE,S6,paid,Identity → retention • deepening engagement & retention,Core Drive 2: Accomplishment,Scarcity,Exclusive Content,Limited time offer! Unlock exclusive content and take your English skills to the next level.,सीमित समय की ऑफर! विशेष सामग्री को खुलासा करें और अपने अंग्रेजी कौशल को अगले स्तर तक ले जाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-6DBF6F79,S6,paid,Identity → retention • deepening engagement & retention,Core Drive 2: Accomplishment,Gamification,Points System,You earned 100 points! Keep practicing and climb the leaderboard.,आपने 100 अंके प्राप्त किए! अभ्यास करें और लीडरबोर्ड पर चढ़ें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-1B99BA9F,S6,paid,Identity → retention • deepening engagement & retention,Core Drive 2: Accomplishment,Sense of Accomplishment,Personalized Feedback,Your progress is being tracked! Get personalized feedback to improve your English skills.,आपकी प्रगति ट्रैक की जा रही है! व्यक्तिगत फीडबैक प्राप्त करें और अपने अंग्रेजी कौशल को सुधारें!,20.0,45.0,GOOD,Champion (Scale This),True,2.0,100.0
TPL-07038CC1,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Social proof,Leaderboard,You're not alone! Our community is thriving. Join the conversation and get back on track!,आपके साथ ही अन्य लोगों की एक सक्रिय समुदाय है। चर्चा में शामिल हों और अपनी प्रगति को फिर से शुरू करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-01873B8B,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Personalization,Daily Streak,"Hey, you were just 2 minutes away from your daily streak! Get back on track and earn rewards!","नमस्ते, आपको अपने दैनिक स्ट्रीक के लिए बस 2 मिनट की दूरी है! अपनी प्रगति को फिर से शुरू करें और पुरस्कार प्राप्त करें!",,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-79A85B3E,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Scarcity,Exclusive Content,Limited time offer! Unlock exclusive content and improve your English skills. Don't miss out!,सीमित समय की ऑफर! विशेष सामग्री को एक्सेस करें और अपनी अंग्रेजी कौशल को सुधारें। इस मौके को न मिस करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-0C83C4D0,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Curiosity,New Lesson,"New lesson alert! Explore our latest lesson and discover new words, phrases, and grammar. Get started now!","नया अध्याय संकेत! हमारे नवीनतम अध्याय को खोजें और नए शब्दों, वाक्यों और ग्रामर को खोजें। शुरू करें!",,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-5326595A,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Reciprocity,Friendship Points,We've got your back! Earn friendship points for helping others and get rewarded. Share the love!,हम आपकी मदद करते हैं! दूसरों की मदद करने के लिए ब्रिटिश बिंदुओं का प्राप्त करें और पुरस्कार प्राप्त करें। दोस्ती का भाव दिखाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-8B9C1E33,S7,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 6: Scarcity,Limited Time Offer,Daily Streak,Don't let the streak die! You're just 1 day away from unlocking a 7-day streak. Speak for 10 minutes today!,अपनी दैनिक प्रगति को बनाए रखें! आप अभी 7 दिनों की प्रगति को हासिल करने के लिए केवल 1 दिन बाकी है। आज 10 मिनट बोलें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-65DB8C9E,S7,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 6: Scarcity,Leaderboard Alert,Leaderboard,You're on the move! You're now ranked #10 on our leaderboard. Keep speaking to climb the ranks!,आप गति में हैं! आप अब हमारे लीडरबोर्ड पर #10 पर हैं। अपने स्थान को बनाए रखने के लिए अभी भी बोलें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-D615E020,S7,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 6: Scarcity,Exclusive Reward,Daily Streak,Unlock your exclusive reward! Speak for 10 minutes today to get access to our premium content.,अपना विशेष पुरस्कार प्राप्त करें! आज 10 मिनट बोलें ताकि हमारे प्रीमियम सामग्री तक पहुंच प्राप्त करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-4277CB51,S7,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 6: Scarcity,Time's Running Out,Daily Streak,Time's running out! You're just 1 hour away from losing your daily streak. Speak now to save it!,समय की देरी हो रही है! आप अभी 1 घंटे के बाद अपनी दैनिक प्रगति खो देंगे। आज 10 मिनट बोलें और इसे बचाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-2F17122A,S7,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 6: Scarcity,Challenge Accepted,Daily Streak,You're on a roll! Challenge yourself to speak for 10 minutes today and unlock a new level.,आप गति में हैं! आज 10 मिनट बोलें और एक नए स्तर तक पहुंचें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-FC33F670,S7,paid,Habit formation → retention • deepening engagement & retention,Core Drive 6: Scarcity,Limited Time Offer,Daily Streak,Your daily streak is about to expire! Continue speaking to maintain your streak and unlock exclusive rewards.,अपने दैनिक स्ट्रीक को बनाए रखने के लिए बात करना जारी रखें और विशेष पुरस्कार प्राप्त करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-B3A82840,S7,paid,Habit formation → retention • deepening engagement & retention,Core Drive 6: Scarcity,Leaderboard Alert,Leaderboard,You're losing ground! Check the leaderboard to see how you rank and make adjustments to climb the ranks.,आप अपनी स्थिति खो रहे हैं! लीडरबोर्ड देखें और अपनी स्थिति में सुधार करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-1A0CFB8E,S7,paid,Habit formation → retention • deepening engagement & retention,Core Drive 6: Scarcity,Exclusive Content,Daily Streak,Unlock exclusive content by maintaining your daily streak. New lessons and features await!,अपने दैनिक स्ट्रीक को बनाए रखने से विशेष सामग्री को सुलझाएं। नई शिक्षा और विशेषताएं आपके पास हैं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-B287280A,S7,paid,Habit formation → retention • deepening engagement & retention,Core Drive 6: Scarcity,Time's Running Out,Daily Streak,Time's running out to maintain your streak! Speak now to avoid losing progress.,समय की देरी हो रही है अपने स्ट्रीक को बनाए रखने के लिए बात करें! प्रगति खोने से बचने के लिए अब जल्दी करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-9A660F44,S7,paid,Habit formation → retention • deepening engagement & retention,Core Drive 6: Scarcity,Challenge Accepted,Daily Streak,Take on the challenge! Maintain your daily streak to earn badges and rewards. You're one step closer to mastery.,चुनौती स्वीकार करें! अपने दैनिक स्ट्रीक को बनाए रखने से बैज और पुरस्कार प्राप्त करें। आप मास्टरी की ओर एक कदम आगे बढ़ गए हैं।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-4730B846,S7,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 6: Scarcity,Limited Time Offer,Daily Streak,Don't let your streaks slip away! Complete your daily speaking minutes within the next 24 hours to earn exclusive rewards.,"अपने दैनिक बातचीत मिनटों को बनाए रखने के लिए, अगले 24 घंटों के भीतर पूरा करें और विशेष पुरस्कार प्राप्त करें.",,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-3A8E2664,S7,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 6: Scarcity,Exclusive Access to New Content,New Lesson,Unlock exclusive access to our new lesson by completing your daily speaking minutes. Limited spots available!,अपने दैनिक बातचीत मिनटों को पूरा करने से हमारे नए अध्याय तक विशेष पहुंच प्राप्त करें। सीमित स्थान उपलब्ध है!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-ADF4DFB9,S7,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 6: Scarcity,Your Progress is at Risk,Progress Chart,Your progress is at risk of being reset if you don't complete your daily speaking minutes. Don't let that happen!,आपकी प्रगति आपके दैनिक बातचीत मिनटों को पूरा करने के बिना रीसेट होने की संभावना है। ऐसा होने दें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-DEEE50E9,S7,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 6: Scarcity,Last Chance to Earn Rewards,Rewards,You're running out of time to earn rewards for your daily speaking minutes. Complete your minutes now and redeem your rewards!,आपके दैनिक बातचीत मिनटों के लिए आपके पास अभी भी समय है। अपने मिनटों को पूरा करें और अपने पुरस्कारों को प्राप्त करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-C3E5556E,S7,inactive,Habit formation → retention • compelling return value proposition,Core Drive 6: Scarcity,Limited Time Offer,Daily Streak,"Don't let your streaks go to waste! Complete a daily speaking minute to earn a limited-time badge. Hurry, offer ends soon!",अप्रत्याशित समय सीमा का लाभ उठाएं! दैनिक बोलते मिनट पूरा करें तो सीमित समय के लिए बैज प्राप्त करें। जल्दी से प्राप्त करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-556A0DA7,S7,inactive,Habit formation → retention • compelling return value proposition,Core Drive 6: Scarcity,Your Progress is at Risk,Leaderboard,Your spot on the leaderboard is slipping! Get back on track with a daily speaking minute. Don't let your progress fade away!,आपकी प्रगति खतरे में है! दैनिक बोलते मिनट से अपनी स्थिति में सुधार करें। अपनी प्रगति को धुंधला न होने दें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-E262DC20,S7,inactive,Habit formation → retention • compelling return value proposition,Core Drive 6: Scarcity,Exclusive Reward,Badges,Unlock an exclusive badge by completing a daily speaking minute! You're one step closer to becoming a master speaker.,दैनिक बोलते मिनट पूरा करने से एक विशेष बैज को खुलासा करें! आप एक मास्टर स्पीकर बनने के एक कदम कर रहे हैं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-1214E333,S7,inactive,Habit formation → retention • compelling return value proposition,Core Drive 6: Scarcity,Time's Running Out,Daily Streak,Your daily streak is about to expire! Complete a speaking minute to keep it alive. Don't let it slip away!,आपका दैनिक स्ट्रीक समय सीमा के बाहर हो सकता है! बोलते मिनट पूरा करें तो इसे जीवित रखें। इससे भी गुजरने दें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-BA4D7FC9,S7,inactive,Habit formation → retention • compelling return value proposition,Core Drive 6: Scarcity,Be the Best,Personalized Feedback,Want to be the best speaker you can be? Complete a daily speaking minute to get personalized feedback and improve your skills.,आपको सबसे अच्छा स्पीकर बनना चाहते हैं? दैनिक बोलते मिनट पूरा करें तो व्यक्तिगत प्रतिक्रिया प्राप्त करें और अपनी कौशल में सुधार करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-46F022DB,S8,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Social Proof,Daily Streak,Don't let your friends out-talk you! See how many more minutes you can speak daily than your friends.,अपने दोस्तों की तुलना में अधिक समय बोलें! देखें कि आप कितने अधिक मिनट बोल सकते हैं जितने आपके दोस्त.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-E9667951,S8,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Scarcity,Daily Challenge,Limited time offer! Complete today's daily challenge and unlock a new level.,सीमित समय का प्रस्ताव! आज के दैनिक चैलेंज को पूरा करें और एक नया स्तर खोलें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-769E30EB,S8,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Curiosity,Conversation Tracker,Want to know how you can improve your speaking skills? Check out our conversation tracker to see your progress.,आपके स्पीकिंग कौशल को बेहतर बनाने के लिए क्या है? हमारे कॉन्वर्सेशन ट्रैकर को देखें और अपनी प्रगति को देखें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-C0A30D2B,S8,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Loss Avoidance,Missed Speaking Time,Don't let missed speaking time add up! Catch up on your missed minutes and get back on track.,मिस हुए बोले समय को जोड़ें! अपने मिस हुए मिनट्स को फिर से शुरू करें और ट्रैक पर रहें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-AE0A8E7E,S8,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Social Interaction,Language Exchange,Connect with native speakers and practice your speaking skills. Join our language exchange community today!,नativo स्पीकर्स के साथ जुड़ें और अपने स्पीकिंग कौशल को प्रशिक्षित करें। आज ही हमारे भाषा आदान-प्रदान समुदाय में शामिल हों!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-CC7AD559,S8,paid,Engagement → MCC • deepening engagement & retention,Core Drive 8: Loss Avoidance,FOMO,Daily Streak,Don't let your streak slip away! Complete your daily speaking minutes to stay on top of your game.,"अपनी दैनिक बातचीत मिनटों को बनाए रखें! अपने दैनिक बातचीत मिनटों को पूरा करने के लिए, अपनी ट्रेंड पर बने रहें.",,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-8ACA5073,S8,paid,Engagement → MCC • deepening engagement & retention,Core Drive 8: Loss Avoidance,Social Proof,Leaderboard,You're not alone! Check out the top speakers on our leaderboard and get inspired to reach the next level.,आपके साथ ही अन्य लोग भी हैं! देखें कि टॉप स्पीकर्स कौन हैं और अगले स्तर तक प्रेरित हों।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-8C81E321,S8,paid,Engagement → MCC • deepening engagement & retention,Core Drive 8: Loss Avoidance,Personalized,Personalized Feedback,"Your progress, your way! Get personalized feedback on your speaking skills and track your improvement.","आपकी प्रगति, आपकी तरह! अपने बोलने की कौशल पर व्यक्तिगत फीडबैक प्राप्त करें और अपनी सुधार की ट्रैक करें।",,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-F85FEDD6,S8,paid,Engagement → MCC • deepening engagement & retention,Core Drive 8: Loss Avoidance,Reward,Badges,Unlock your next badge! Complete your daily speaking minutes to earn rewards and take your English skills to the next level.,"आपकी अगली बैज को यूनिकॉर्न करें! अपने दैनिक बातचीत मिनटों को पूरा करने के लिए, पुरस्कार प्राप्त करें और अपने अंग्रेजी कौशल को अगले स्तर तक ले जाएं.",,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-051C4ED2,S8,paid,Engagement → MCC • deepening engagement & retention,Core Drive 8: Loss Avoidance,Accountability,Accountability Partner,Stay on track with your accountability partner! Find a buddy to practice with and take your speaking skills to the next level.,आपके साथ ही एक जवाबदेह साथी के साथ ट्रैक रखें! एक दोस्त को ढूंढें जिससे आप बातचीत करें और अपने बोलने की कौशल को अगले स्तर तक ले जाएं.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-30B01831,S8,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,FOMO,Daily Streak,Don't let your streaks slip away! Get back on track with our daily speaking practice. Reclaim your momentum and boost your confidence.,अपने स्ट्रीक्स को फिर से प्राप्त करें! दैनिक बोलते हुए अभ्यास से अपनी गति को फिर से शुरू करें और अपनी आत्मविश्वास को बढ़ाएं।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-D6D24D28,S8,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Social Proof,Leaderboard,You're not alone! See how others are crushing their speaking goals and get inspired to do the same. Join the leaderboard and start speaking your way to success!,आप अकेले नहीं हैं! दूसरों की बोलते हुए लक्ष्यों को पूरा करने की प्रेरणा लें और उसी तरह आगे बढ़ें। लीडरबोर्ड में शामिल हों और अपने सफर की दिशा बदलें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-B83DE5A8,S8,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Urgency,Daily Speaking Practice,Time's running out! Don't miss your chance to improve your speaking skills. Take our daily practice and get ready to take on any conversation.,समय की देरी हो रही है! अपने बोलने की कौशल को सुधारने का मौका नहीं छोड़ें। दैनिक अभ्यास करें और किसी भी बातचीत को स्वीकार करें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-688852A6,S8,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Personalization,Personalized Learning Plans,We've got a plan tailored just for you! Review your progress and adjust your learning plan to stay on track. Unlock your full potential and speak with confidence.,हमारे लिए आपकी योजना बनाई गई है! अपनी प्रगति की समीक्षा करें और अपनी सीखने की योजना को समायोजित करें। अपनी पूरी क्षमता को खुलासा करें और आत्मविश्वास से बोलें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-BC0170C9,S8,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Loss of Privileges,Premium Features,Your premium features are about to expire! Don't lose access to our expert lessons and personalized feedback. Re-subscribe now and keep your momentum going.,आपके प्रीमियम विशेषताएं जल्द ही समाप्त हो जाएंगी! हमारे विशेषज्ञ शिक्षा और व्यक्तिगत फीडबैक को खोने से बचें। अब फिर से साइन अप करें और अपनी गति को बनाए रखें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-38D4F2E1,S8,inactive,Engagement → MCC • compelling return value proposition,Core Drive 8: Loss Avoidance,Fear of Missing Out (FOMO),Daily Streak,Don't let your speaking skills go stale! Get back on track with our daily speaking exercises and avoid losing your momentum.,अपने बोलते हुए कौशल को सूखने से बचें! दैनिक बोलने के अभ्यास से अपनी गति में वापस आ जाएं और अपने प्रगति को खोने से बचें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-F54E993E,S8,inactive,Engagement → MCC • compelling return value proposition,Core Drive 8: Loss Avoidance,Social Proof,Leaderboard,See how others are crushing their speaking goals! Join the leaderboard and track your progress with our daily speaking challenges.,दूसरों की बोलने की लक्ष्यों को पूरा करने की तर्ज पर देखें! लीडरबोर्ड में शामिल हों और अपने दैनिक बोलने के अभ्यास को ट्रैक करें और दैनिक बोलने की चुनौतियों के साथ अपनी प्रगति को ट्रैक करें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-8DF72E9B,S8,inactive,Engagement → MCC • compelling return value proposition,Core Drive 8: Loss Avoidance,Personalized Feedback,Speech Analytics,Get instant feedback on your speaking skills! Our speech analytics tool provides personalized insights to help you improve.,अपने बोलने की कौशल के लिए तुरंत फीडबैक प्राप्त करें! हमारे स्पीच एनालिटिक्स टूल आपको व्यक्तिगत मार्गदर्शन प्रदान करते हैं और आपको सुधारने में मदद करते हैं।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-8704C858,S8,inactive,Engagement → MCC • compelling return value proposition,Core Drive 8: Loss Avoidance,Time-Sensitive Offer,Daily Streak Bonus,Limited time offer! Get a bonus streak for every 7 consecutive days of speaking. Don't miss out on this opportunity to boost your progress!,सीमित समय का प्रस्ताव! हर 7 दिनों के बाद बोलने की 7 से अधिक दिनों के लिए बोनस स्ट्रीक प्राप्त करें। इस मौके को खोने का खतरा है - अपनी प्रगति को बढ़ाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-5B242954,S8,inactive,Engagement → MCC • compelling return value proposition,Core Drive 8: Loss Avoidance,Curiosity,New Content,New speaking lessons and exercises are here! Explore our latest content and discover new ways to improve your speaking skills.,नई बोलने की शिक्षा और अभ्यास हैं! हमारी नवीनतम सामग्री का अन्वेषण करें और अपने बोलने की कौशल को सुधारने के लिए नए तरीके खोजें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-331BCD06,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 5: Social Influence,Social Proof,Leaderboard,You're not alone! Our community is growing fast. Join the top 10% and boost your speaking skills!,आपके साथ ही कई लोग हैं! हमारी समुदाय तेजी से बढ़ रही है। टॉप 10% में शामिल होकर अपनी बोलने की क्षमता को बढ़ाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-520655D3,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 5: Social Influence,Social Comparison,Daily Streak,How's your streak? Challenge yourself to a new high score and climb the ranks!,आपकी स्ट्रीक कैसी है? अपने स्कोर को बढ़ाएं और रैंक में चढ़!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-62B8926A,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 5: Social Influence,Social Identity,Profile Badges,Get your badge! Complete your profile and show off your skills to the world!,आपका बैज प्राप्त करें! अपने प्रोफाइल को पूरा करें और अपनी क्षमताओं को दुनिया के सामने दिखाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-9BB65961,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 5: Social Influence,Social Influence,Friend Challenges,Your friends are waiting! Join a challenge and show off your skills to your friends!,आपके दोस्तों का इंतजार है! एक चैलेंज में शामिल हों और अपनी क्षमताओं को अपने दोस्तों के सामने दिखाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
